khmer,english,category,frequency,safe_remove,level,domains,token_type,notes
errrrrrrrr,err stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrrrrrr,err stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrrrrrrr,err stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrrrrrrrr,err stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruu,hru stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuu,hru stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuu,hru stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuu,hru stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuu,hru stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuuu,hru stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuuuu,hru stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuuuuu,hru stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuuuuuu,hru stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hruuuuuuuuuuu,hru stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
broo,bro stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
brooo,bro stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
broooo,bro stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
brooooo,bro stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
broooooo,bro stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
brooooooo,bro stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
broooooooo,bro stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
brooooooooo,bro stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
broooooooooo,bro stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
brooooooooooo,bro stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
siss,sis stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sisss,sis stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sissss,sis stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sisssss,sis stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sissssss,sis stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sisssssss,sis stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sissssssss,sis stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sisssssssss,sis stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sissssssssss,sis stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
sisssssssssss,sis stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzz,plz stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzz,plz stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzz,plz stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzz,plz stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzz,plz stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzzz,plz stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzzzz,plz stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzzzzz,plz stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzzzzzz,plz stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plzzzzzzzzzzz,plz stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plss,pls stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plsss,pls stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plssss,pls stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plsssss,pls stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plssssss,pls stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plsssssss,pls stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plssssssss,pls stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plsssssssss,pls stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plssssssssss,pls stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
plsssssssssss,pls stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaa,ya stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaa,ya stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaa,ya stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaa,ya stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaa,ya stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaaa,ya stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaaaa,ya stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaaaaa,ya stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaaaaaa,ya stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yaaaaaaaaaaa,ya stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yoo,yo stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yooo,yo stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yoooo,yo stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yooooo,yo stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yoooooo,yo stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yooooooo,yo stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yoooooooo,yo stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yooooooooo,yo stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yoooooooooo,yo stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yooooooooooo,yo stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopee,nope stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeee,nope stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeee,nope stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeee,nope stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeee,nope stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeeee,nope stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeeeee,nope stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeeeeee,nope stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeeeeeee,nope stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nopeeeeeeeeeee,nope stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nooo,no stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
noooo,no stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nooooo,no stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
noooooo,no stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nooooooo,no stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
noooooooo,no stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nooooooooo,no stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
noooooooooo,no stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nooooooooooo,no stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
noooooooooooo,no stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaa,aha stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaa,aha stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaa,aha stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaa,aha stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaa,aha stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaaa,aha stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaaaa,aha stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaaaaa,aha stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaaaaaa,aha stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ahaaaaaaaaaaa,aha stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
oopp,oop stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ooppp,oop stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
oopppp,oop stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ooppppp,oop stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
oopppppp,oop stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ooppppppp,oop stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
oopppppppp,oop stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ooppppppppp,oop stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
oopppppppppp,oop stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ooppppppppppp,oop stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkk,idk stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkk,idk stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkk,idk stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkk,idk stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkk,idk stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkkk,idk stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkkkk,idk stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkkkkk,idk stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkkkkkk,idk stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
idkkkkkkkkkkk,idk stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imoo,imo stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imooo,imo stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imoooo,imo stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imooooo,imo stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imoooooo,imo stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imooooooo,imo stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imoooooooo,imo stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imooooooooo,imo stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imoooooooooo,imo stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
imooooooooooo,imo stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhh,tbh stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhh,tbh stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhh,tbh stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhh,tbh stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhh,tbh stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhhh,tbh stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhhhh,tbh stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhhhhh,tbh stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhhhhhh,tbh stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
tbhhhhhhhhhhh,tbh stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btww,btw stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwww,btw stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwww,btw stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwwww,btw stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwwwww,btw stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwwwwww,btw stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwwwwwww,btw stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
btwwwwwwwww,btw stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
